review,sentiment
I honestly don't understand how tripe like this gets made. The worst junior-high talent show skit you've ever seen is more entertaining than this film. Will Ferrell's wrestling fetish provides the only (briefly) humorous moments. Utterly horrible.,negative
"Nothing but the void, a pleasant one for those who have known the eighties, but well, quite boring for those who are not interested in it. NO screenplay in this film, but a hero wandering in an underground New York full of arstists and night clubbers. It is aimless, pointless and naive. But not entirely unpleasant.",negative
"I was completely drawn into the story, but I wonder if perhaps I shouldn't have been so sympathetic to the Hurt character's plight for respect. Because when it boils down, I really think that glam reporters such as Barbara Walters is the devil. ...or maybe the filmmakers were telling us that we're all unknowing supporters of fluff news stories.",positive
"<br /><br />The main question I pose concerning this film is, how do you film a cole porter musical and only use 3 of his 15 songs! merman and lahr played the lead roles on broadway, here they are replaced by the weaker red skelton and lucille ball. plot changes abound and the fun is lost.<br /><br />SKIP IT.",negative
"This is simply the funniest movie I've seen in a long time. The bad acting, bad script, bad scenery, bad costumes, bad camera work and bad special effects are so stupid that you find yourself reeling with laughter.<br /><br />So it's not gonna win an Oscar but if you've got beer and friends round then you can't go wrong.",positive
"HORRID!!<br /><br />The special effects make the TV version of ""Tremors"" look real!<br /><br />No one in the cast can act.<br /><br />Kind of like the '62 ""Voyage to the Bottom of the Sea"" meets the cartoon ocean going electric eel cartoons.",negative
I watched this movie the night it premiered on MTV. Usually to me MTV Movies are kind of stupid but this one was so good. Summer Phoenix is an amazing actress and I thought that Nick Stahl was good too. If MTV started showing more movies like this I would probably enjoy the channel a lot more.,positive
"THis was a hilarious movie and I would see it again and again. It isn't a movie for someone who doesn't have a fun sense of a humor, but for people who enoy comedy like Chris Rock its a perfect movie in my opinion. It is really funnny",positive
"Even as a big fan of the low to no budget horror genre, I couldnt find this disaster mildly amusing. With horrible acting, a painfully generic ""plot"" and no dimensional characters, no matter how bored and drunk you are, this one is not worth your 81 minutes. Don't make the same mistake I did. Rent something else. ANYTHING else!!!",negative
"Boring, badly written Italian exploitation flick.Lots of nudity, gore and awful acting.The werewolf makeup was the only thing that would raise a laugh.Complete rubbish-even for fans of cheesy Italian horror.Please avoid.",negative
"My short comment for this flick is go pick it up. Chances are you are going to be positively surprised by a diversity of elements superbly explored in this criminal thriller. There is no way the character of Miklos, claiming and pushing for room in every way possible, wont push your nerves to the edge...2 thumbs up!",positive
"Hard up, No proper jobs going down at the pit, why not rent your kids! DIY pimp story without the gratuitous sex scenes, either hard core or soft core, therefore reads like a public information film from the fifties, give this a wide miss, use a barge pole if you can.",negative
"I didn't really care for this. Had they gotten rid of the comedy/slapstick and focused on the dramatic/philosophical aspects of the script, this might have been worthwhile.<br /><br />The more the film went on, the less I liked the protagonist/mailman. He does have interesting things to say, but he's also a hypocritical, insecure jerk.<br /><br />3/10",negative
"This film is good,but not Schaffner`s best. My favourite is Papillon and Patton,but this is a sad and very nice film. Kris Kristoffersen is good in this movie and really makes a difference. I am going to miss Schaffner and this is his last film.<br /><br />A good film by a great director! 7,5/10",positive
This is a great horror movie. Great Plot. And a person with a fear of midgets will definately love the evil midget! This is a must see for any horror fan. Finally a lower budget movie with decent effects and a great cast! Highly recommended.,positive
"When I first saw this film it was not an impressive one. Now that I have seen it again with some friends on DVD ( they had not viewed it on the silver screen ), my opinion remains the same. The subject matter is puerile and the performances are weak.",negative
"What's the point of this film? It's totally forgettable. Unless you have a serious bunny fetish, look elsewhere. So the bunnies had a merit/demerit list. No chewing gum in front of the customers. Are we supposed to find that interesting?",negative
"This movie was good. I can't say it was one of the best, but it still was good. The only reason that I watched it was because of Ryan Phillippe. He is soo hot! (Don't get mad Reese). But I think that it was sort of funny- not a laugh your head out kinda thing, but still O.K.",positive
"This is by far one of the worst movies i have ever seen, the poor special effects along with the poor acting are just a few of the things wrong with this film. I am fan of the first two major leagues but this one is lame!",negative
"Ok, I will make this review short and to the point for those people whose mental capacity is perfect for watching this movie. Everybody knows of Motion Picture Association of America's ratings: G, PG, PG-13, R, and NC-17. For the purposes of this movie, I think the MPA should create a new rating standard: IQ-20.",negative
"This flick reminds me some really bad science-fiction movies from 50's and 60's.It is not scary or interesting,but it's dull,cheesy and stupid.Special effects are laughable,all actors are ludicrous and the ending is simply awful.Don't waste your money,rent or buy something better.I give it 3.5 out of 10( I found this turkey quite amusing because of its stupidity).",negative
"A wonderful movie! Anyone growing up in an Italian family will definitely see themselves in these characters. A good family movie with sadness, humor, and very good acting from all. You will enjoy this movie!! We need more like it.",positive
"This movie is just brilliant, SRK's acting is just amazing, the end is so incredibly sad, I cry every time I see this film, it's the kind you never get sick of, and can see again and again, an absolutely amazingly brilliant movie.",positive
"If it wasn't meant to be a comedy, the filmmakers sure goofed. If they intended for it to be a comedy, they hit the mark. Our critic says Homegrown is a wonderful film filled with family values and community spirit, recommends it for all audiences, and says that he really liked Jamie Lee Curtis's performance. It deserves a theatrical re-release.",positive
"There must be an error. This movie belongs with ""Plan 9"", and a lot others as a quite entertaining, silly diversion. You'll never accept you like it, yet you will watch it whenever it comes out on TV. It's as simple as that.",negative
"For a movie that gets no respect there sure are a lot of memorable quotes listed for this gem. Imagine a movie where Joe Piscopo is actually funny! Maureen Stapleton is a scene stealer. The Moroni character is an absolute scream. Watch for Alan ""The Skipper"" Hale jr. as a police Sgt.",positive
This is an excellent film!Tom Hanks and Paul Newman performed great!I was really surprised when Newman was beating on his son!That was a great scene and the shooting scenes were staged good.I was very surprised about the end.Rent this film today as it is one of Tom Hanks' best!,positive
"Oh my god! This movie insults the intelligence of everybody. I mean really, who thinks three kids can fight 30 to 40 ninjas and win. Not to mention the brainless humor thrown in. This film is baaaaaaaaaaaaaad. The movie is an omen, the only thing it's good for is a time killer or unintentional laughs.",negative
"Very tightly written, acted, and filmed. Violent, but not too much so. Whoever edited this knew exactly what he wanted to portray. There isn't a wasted scene in this movie. ""The Usual Suspects"" was superb ensemble acting; this is a collection of outstanding individual performances. I rarely buy movies, but this one is worth owning.",positive
Very interesting and moving documentary about the World Trade Center tragedy on 11th September 2001.The main theme of it is the heroism of American fire-fighters who tried to rescue as many people as they could.The film is deeply emotional and rather disturbing-many people seen on screen have lost their lives!Recommended.,positive
"Beautiful and touching movie. Rich colors, great settings, good acting and one of the most charming movies I have seen in a while. I never saw such an interesting setting when I was in China. My wife liked it so much she asked me to log on and rate it so other would enjoy too.",positive
"This Is Pretty Funny. ""Saturday The 12th"", a?... Great Work... I Laughed Every Minute of the movie... This Is Like ""Scary Movie"" for the 1980's. great STUDENT BODIES-styled gags...<br /><br />Too Bad This Isn't On Video... But You Can Still Watch It on FLIX...",negative
"Sorry, gave it a 1, which is the rating I give to movies on which I walk out or fall asleep. In this case I fell asleep 10 minutes from the end, really, really bored and not caring at all about what happened next.",negative
"As much as the movie was good, i have nothing more to say about it than what was said already. all i wanted is to point the fact that the movie isnt from Sweden but from Denemark. Maybe I wrong and in that case i'll be happy to know my mistakes so take the and notify me.",positive
"This, I think, is one of the best pictures ever made. It's so pure and beautiful. It really touched me. I'm glad David Lynch proved that a film doesn't necessarily need SFX, a twisting, complicated plot or flashy images. Way to go,Dave. I'd like to see Cronenberg do that!",positive
"I saw a version of this in a 4 DVD Mafia collection put out by Brentwood and I have to admit that it was a good film. The quality was a little worse for the wear, but it was a well acted and realistic drama involving low level New Jersey gangsters. Pesci once again though, steels the show!",positive
"I absolutely LOVED this movie! Since I don't want to give much away, it's basically about about a mother and a daughter and the life they have together. It's very heartwarming story, between the struggles they have. I also think Natalie and Susan have perfect chemistry throughout the entire film! This is definitely worth seeing! Two thumbs up, way up!",positive
"One of Disney's best films that I can enjoy watching often. you may easily guess the outcome, but who cares? its just plain fun escape for 1 hour forty-two minutes. and after all wasn't movies meant to get away from reality for just a short time anyway? The cast sparkles with delight. -magictrain",positive
I saw this movie when it was first released and thoroughly enjoyed it. The music and scenery are beautiful. I purchased the VHS tape a few years ago and watch it frequently. I would recommend it to anyone who loves a romance movie or older Elton John music.,positive
"I can't believe they do this kind of filth out of a serious theme. Totally unrealistic (they seemed to want it to be HIGHLY realistic but all the elements are based on clichés), real propaganda stuff. After seeing this, an addict probably just want to continue his/her career :-) I gave it 2.",negative
"I had no expectations when seeing the movie because I was seeing it with a bunch of friends and had no idea what it was. Some parts were silly and some parts were lame, but overall the movie was worth watching. I like goth looking women; this movie has plenty of it. The fangs do look really lame though.",negative
"Apart from some quite stunning scenery, this Steven Seagal vehicle is devoid of reasons to spend any time watching it. For a Seagal movie it has very little (almost no) action but he does put in some reasonable (for him) acting in contrived character development scenes. Not recommended. To anyone.",negative
"conventional and superficial ,Claude´s portrayal was incomplete it is supposed that just a few moments with Sheila , makes him win her love , but the story itself and the songs make it and enjoyable experience essentially the final sequence .Altough i don´t know why it was given a PG rating .<br /><br />",positive
"Bronson and Ireland, in their last film together, make a likable pair. He is more restrained than usual and she has become a winning actress. But as a thriller the film is totally worthless. Its premise is downright silly and its pace is much too rushed.",negative
The wit and pace and three show stopping Busby Berkley numbers put this ahead of the over-rated 42nd Street. This is the definitive 30's musical with a knockout frenetic performance from Jimmy Cagney. One of the last releases before the Motion Picture Production Code was strictly enforced. A must see.,positive
"From a military historian's standpoint, nearly everything in this movie is historically accurate. Beyond that, it is an enthralling story that leaves you depressed at the end but quite glad you took the time to watch.",positive
Very funny film with some of the best swedish actors. It's all filmed in black and white with the true 40-ish feeling. Most of the film you are aboard a train headed for Berlin in 1945 among a mixture of characters from refugees to 2 gay guys and 2 nuns. I truly recommend this film if you like to laugh.,positive
"terribly underrated with matt dillon and tom skerritt, good backdrop for solid story and some memorable lines, well acted and well cast, tommy lee jones and bruce dern make you hate them with passion",positive
"The DVD release of this superior made for TV BBC drama is a more than welcome addition to my collection. Great acting, gripping story, and wonderful direction all add up to one of the best BBC dramas in years.",positive
I and a friend rented this movie. We both found the movie soundtrack and production techniques to be lagging. The movie's plot appeared to drag on throughout with little surprise in the ending. We both agreed that the movie could have been compressed into roughly an hour giving it more suspense and moving plot.,negative
"What can I say? An excellent end to an excellent series! It never quite got the exposure it deserved in Asia, but by far, the best cop show with the best writing and the best cast on televison. EVER! The end of a great era. Sorry to see you go...",positive
"...And that's why hard to rate. <br /><br />From the adult point of view (hmm, student point of view:)). i must say i fell nearly asleep here. Sure, there is some laughing scene (all the credit takes here Eddie), but that can't save the disney type of script and whole movie, that's why<br /><br />2 out of 10",negative
"What a fun movie experience! I was expecting a sappy kids movie and found that I enjoyed it more than my teens. Take a tissue, it's not sad, just 'moving' in parts. Finally, its a 'feel good' flick for the whole family. Note: It's 2+ hours, so consider leaving the littlest 'squirmers' home for this one. AP",positive
"What a mess of a movie! If it wasnt for Eric Roberts and Susan Sarandon's performances ,this movie would be a total waste! A very muddled plot and phony dialogue.Eric Roberts debut....where did his career go from this movie on?Nowhere but down!",negative
"***SPOILERS*** ***SPOILERS*** Well, seeing as I am a major H:LOTS fan, maybe I liked the movie more than normal people would. However, this movie is still excellent. It had tons of surprises, and it gave some more closure to the series. While I was sad that Bayliss turned into a murderer, the overall feeling I felt was satisfied.",positive
"The extraordinary Rosemary Forsyth is the main reason to see this flick. Why she never became a bigger store may never be known. But she is exceptional and steals every scene she's in. Garson Kanin directed this piece of fluff and the cast is first rate, with Robert Drivas and Brenda Vaccaro especially memorable. A ""9"" out of ""10.""",positive
"It is a nice comedy. It has the great features of the childhood, lying or trying to get away from own generated troubles. The casting is great, great acting. And the special effects ? Well, some stunts are really impressive. Watch it! :)",positive
"I have seen a number of horror movies to know that this one was one of kind. Full Moon Pictures has a knack of giving this fan an entertaining night. For all the cheesiness of most vampire films, This Is the ONE that has not only a good premise but has two good sequels. A Must See.",positive
"An excellent ""sleeper"" of a movie about the search for Carlos the international assassin. Am surprised this film didn't rake in $100-million-plus because it's much better than most films that do so. Rent it NOW.",positive
"Billy Crystal normally brings the crowd to laughter, but in this movie he and all the rest of them cannot bring any smile on my face.... or perhaps just one. They call it comedy, I say it's a waste of my time.",negative
"since this is part 2, then compering it to part one...<br /><br />man that was on many places wierd... too many time jumps etc.<br /><br />I have to say that I was really disapointed...<br /><br />only someplaces little lame action... and thats it....<br /><br />they could have done that better....<br /><br />",negative
Cracking good yarn with all the actors giving great value. Michael Curtiz at his best. Lots of nice twists and turns and probably the best of the Philo Vance series. William Powell looks wonderfully relaxed and at his debonair best. A forerunner to the Thin Man series. Recommend to everyone. Did you figure it all out?,positive
"Take an utterly stupid story. Couple it with unprofessional performances, 2 bit graphics, add ultra-lame comedy bits, and you get this film. I thought the original was bad, but at least that story was simple and straightforward, though idiotic. May nobody produce another in this series.",negative
"Thanks to this fungal film I do NOT want my Maypo, can't stomach the thought of Maltex or Wheatena, and even that granola over there doesn't look so innocent anymore! Why wasn't the song ""Slop Time"", by the Sherrys, used as the theme?",positive
"this movie was one of the best disney movies i've ever seen. great for the entire family to watch. the ideas may be a little far-fetched, but it's a feel-good comedy and the acting is great. love the little boy, j.p. and academy award winner adrien brody's part may have been very short, but very memorable. highly recommended.",positive
"for my opinion, the middle of the film, specially the love scene is a bit too long, but the whole time you can imagine this desert feeling. but the best, what made this film unforgettable are the great explosion pictures, their color, slowmotion and the pink floyd music are unique in filmhistory!<br /><br />destruction in its propper and popular form.",positive
A somewhat dull made for tv movie which premiered on the TBS cable station. Antonio and Janine run around chasing a killer computer virus and...that's about it. For trivia buffs this will be noted as debuting the same weekend that the real life 'Melissa' virus also made it's debut in e-mail inboxes across the world.,negative
"If you thought ""ROSEMARY'S BABY"" was bad, this one isn't much better. Easily one of the worst movies ever made, like it's lame predecessor, it goes nowhere fast. <br /><br />Rating: 1/2* out of *****",negative
Lauren Himmel's debut movie is well directed with a nice polished feel to it. There's a strong storyline going on with a meaningful point to it all even if at the end nothing is resolved hence the name Treading Water. The storyline revolves around a Lesbian couple and their battle with ones mother for acceptance. 7.5/10,positive
"This piece ain't really worth a comment.. It's simply the worst ""horror"" movie i have ever seen. The actors are bad as bad can be and the whole plot is so silly it nearly made me cry. Shame on you I say!!",negative
"I really enjoyed this movie. During the movie, I felt that I wanted Pelagia and Captain Corelli to get together. I heard myself screaming: Come on, kiss her! The movie has a happy ending. Good movie to watch in the evening when you want to chill.",positive
Giorgino can to some people look a bit long but it's one of rare real romantique adventure film. It could be compare to Docter Jivago with a bit of Sleepy Holow. You must see it.,positive
"I have watched Farscape from first episode to now, and I will continue to watch it! The setting and the characters are amazing and the plots are great. The show really keeps me on the edge of my seat and when the show goes off after an hour I keep hoping it will be another hour!",positive
"Transcendental, sophisticated, incisive, emotive, powerful... I could think of a hundred adjectives to describe this fantastic work of art and intelligence, and still I would feel they were insufficient. All I can really say is that I am infatuated with this film. Applause to Krzysztof Kieslowski, Zbigniew Preisner, Irène Jacob, and Jean-Louis Trintignant. May ""Rouge"" live forever.",positive
Made it through the first half an hour and deserved a medal for getting that far. Lots of excuses for scantily clad women but no real plot to speak of emerged in that time. What sounded like a good idea for a movie was badly executed.,negative
"I enjoyed this programme immensely. It is exceptionally well written, with finely judged performances and clever visuals.<br /><br />It is also very frank and honest, refreshing compared to the sanitised representation of drug use in films and television.<br /><br />Unmissable - one of the finest television shows of recent years, and triumph on all scales for Channel 4.<br /><br />9/10",positive
"Maybe one of the most entertaining Ninja-movies ever made. A hard-hitting action movie with lots of gore and slow motion (eehaaa!). Made in ´83 and still the greatest swedish action movie made so far! And we can hardly wait to see the upcoming sequel, Ninja mission 2000 - The legacy of Markov!",positive
"I can imagine why he'd want to die, after starring in this rubbish. The man is incredible, but even Sidney Poitier couldn't save this tiresome morality play about racism in the old West. He and Joanna Going are both fantastic in this film: too bad the screenplay, co-stars, directing, and score couldn't match those two.",negative
I was overtaken by the emotion. Unforgettable rendering of a wartime story which is unknown to most people. The performances were faultless and outstanding.,positive
"COME ON!!! They did that on purpose!! Two of my current faves on TV (Meloni from ""Oz"" and ""L and O-SVU"" and Janel from ""West Wing"") hook up for a nice little sleeper/character study. Plot's nothing fancy, but the acting is right on the mark. Tim Busfield shows up for some neat bits. Worth a look.",positive
"I just spent about 1.5 hours waiting for the movie to begin. It didn't. The story is vague and uninteresting, the speed in the movie is absent and the voiceover irritating. I can't understand why movies like this one are even distributed.",negative
"This horrible! The acting, costumes, production values, editing, the script, everything about this film is as bad as it can get. It looks as if it was filmed with a video camera. Can you give a movie a negative rating? Watch The Ring instead.",negative
"If there was a scale below 1, it would get a -10, following in the footsteps of Godspell. The acting (if there was such a thing) was atrocious, the plot in shambles. And Rene Russo was sickeningly sweet in her role, enough to make a person retch. Ten thumbs down for a dumb movie. Saving grace: kudos for era costuming.",negative
"A beautiful reflection of life's desperation and misdirection of finding love. Tragic, while at the same time, absurdly entertaining. Most people do not give this film a chance- ignorance- just a mere reflection in itself. Until next time...",positive
"I have to differ from the other comments posted. Amid sporadic funny moments, there are a lot of actors trying too hard to be funny. The strain shows. I watched this with two friends on another friend's recommendation- none of us were thrilled.",negative
"I know it was supposed to be a long walk, but really!!!!<br /><br />The costumes were a bit yuk, but still... it was the 1970's I suppose!!!<br /><br />It was a bit long and dull, so give me the newer version any day!",positive
"This has an interesting, albeit somewhat fanciful sci-fi plot, but it's wasted with poor direction and shlocky special effects. Rae Dawn Chong is appealing, despite the lack of a believable story and direction consistent with her talent.",negative
A very well directed version of Eric Bogosian's stage play. Well worth checking out for Bogosian's great characters and for anyone who wants to see how to bring a play to the movies correctly.,positive
"It's really too bad that John Candy wasted his skills on so many horrible films (Delirious, Wagons East, Who's Harry Crumb?, etc.. This one has maybe a few chuckles, but it's mostly just really bad one-liners and dumb physical stuff. Let's honor this comedian's memory by remembering things like Planes, Trains & Automobiles and Uncle Buck.",negative
Nothing great here but a nicely acted story about an abused deaf wife (Fonda) of a small time crook (Bochner)who gets involved with one of her husband's plans and his mistress. Sutherland and Weber are cops drawn into what turns out to be a unmysterious murder investigation and the story just flows along.,positive
"Uninspired, pretty much all around. The only exceptions were a couple emotional scenes with Keena (Violet), with whose performance I was pleasantly surprised and occasionally moved. Beyond that, it ended up being little more than a bad COA flick.",negative
"In the Realm of the Senses is a beautifully filmed, well-written, and splendidly acted film. It tells the haunting story of a woman who kills her husband after falling in love with another man. The ghost of her husband continues to haunt her lond after his murder. This film is really good, anyone interested should definitely check it out.",positive
"Pointless, humourless drivel.....meant to be a comedy; but not one laugh in the whole film. Gratuitous violence often with guns. What kind of warped mentality can either make or say this is a good film?! 1 out of 10.",negative
"I loved this movie since I was 7 and I saw it on the opening day. It was so touching and beautiful. I strongly recommend seeing for all. It's a movie to watch with your family by far.<br /><br />My MPAA rating: PG-13 for thematic elements, prolonged scenes of disastor, nudity/sexuality and some language.",positive
"Latest attempt to revive the series actually based on a pretty good idea but without the required gore fx/violence for this type of thriller - and thus... BORING!! Good special fx, sets, costumes, etc. but the film comes of just plain silly and a near-waste of time... hopefully the next installment will correct this problem.",negative
"The scenery is pretty and the dog is cute. Other than that, this film has absolutely nothing to recommend it. Jack Warden is pleasantly genial as usual, but the script is so awful that even he comes off badly. The plot makes no sense, the dialogue is dumb, and there are numerous smaller faults. But the dog is cute...",negative
"Nothing new in this hackneyed romance with characters put into unbelievable situations, speaking dialogue that borders on the ridiculous. This is an example of another movie put into production before serious script problems were solved. Don't waste your time.",negative
"Being S Club Seven, the film already boosts an ecstatic atmosphere! But seriously, Oprah has a point when claiming: ""Don't go there, girl!"" Spice World suddenly doesn't seem to be all that bad... I take my money elsewhere!",negative
"The odd mixture of comedy and horror sometimes works and sometimes doesn't. Had the main male character been a little more interesting, the film would have been as well. A trio of young Americans visit Paris, run into a beautiful werewolf, and the problems confound from there.<br /><br />Numerous logic holes make the possibly intriguing story difficult to take.",negative
"I think that this was one of the most trite films ever made. No redeeming features at all. Even my 12-year-old son said it was laughable. May be a good candidate for the next generation of ""Mystery Science Theatre.""",negative
"To anyone who likes the TV series: forget the movie. The jokes are bad and some topics are much too sensitive to laugh about it.<br /><br />We have seen much better acting by R. Dueringer in ""Hinterholz 8"".",negative
"Real cool, smart movie. I loved Sheedy's colors, especially the purple car. Alice Drummond is Wise And Wonderful as Stella. I liked Sheedy's reference to how her face had gotten fatter. The roadside dance scene is brilliant. Really liked this one.",positive
"I've watched this movie twice, and I plan to see it again. It is the movie that puts you in the director's place, regarding his romantic relations and the political situation in Israel. It also makes me cry because of remembering the wonderful time it was, and the horrible murder described there. It is really worth watching.",positive
"Time line of the film: * Laugh * Laugh * Laugh * Smirk * Smirk * Yawn * Look at watch * walk out * remember funny parts at the beginning * smirk<br /><br />Unfortunately, this movie has a good concept that it grinds to the ground.",negative
"This must be the first movie I've rented and not seen to the end. Complete garbage! The acting, the plot, set and wardrobe looked like it came from a porno movie with a plot. Not even a B move.",negative
"This film is not even worth walking to the movie theatre. No jokes, but stupid and boring laughing on repeated disgusting stuff. The music and the girls are great, unfortunately you have to watch the whole movie to enjoy them. It was weak, very very weak.",negative
"The idea had potential, but the movie was poorly scripted, poorly acted, poorly shot and poorly edited. There are lots of production flaws ... for example, Dr. Lane's daughter who never ages despite the passing years. Wait for video, but don't expect much.",negative
"Before Dogma 95: when Lars used movies as art, not just a story. A beautiful painting about love and death. This is one of my favorite movies of all time. The color... The music... Just perfect.",positive
"What a turd! I like John Leguizamo but man this is bad. I thought spawn was the worst movie he had been in, but I was wrong. I like all types of comedy from stuff like Ace Ventura 2 to american werewolf in London. This is a piece of trash.",negative
"A boy who adores Maurice Richard of the Montreal Canadiens receives, much to his horror, a Toronto Maple Leafs sweater in the mail. I recently watched this in a class in which few of the students were interested in hockey, but nearly everyone knew about Maurice Richard and the Toronto/Montreal rivalry. Highly entertaining, amusing, and accurate.",positive
"Maybe it's because I saw the movie before reading the book, but I really love this movie. I've seen it many many times and will be watching it many times more. It's a compelling story, that's interesting from the beginning to the end. It has everything: action, romance etc.",positive
This movie sucked wind. I imagine that the other 300 people that gave this movie such high votes must be independent filmmakers. I can't imagine that anyone else could possibly find it funny or even slightly entertaining. I feel like 100 minutes of my life were just wasted.,negative
"I don't know why I like this movie so well, but I never get tired of watching it.",positive
fascinating look at fascist italy and the people who carved out a life under mussolini. street scenes and lifestyle glimpses alone are worth watching. combine this with a masterful plot and premier acting and you get a film that you will want to watch again . .. and maybe again.,positive
A very charming film with wonderful sentiment and heart. It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent. Nine out of ten for a truly lovely film.,positive
This is just Art house rubbish. I sat watching this trash with my Bosnian Friends they found it as boring as i did. For a more interesting and more true account watch the excellent movie Saviour. This is just a snoozefest with people talking in coffee shops.A cure for insomnia. 1 out of 10,negative
"There's something about every ""Hammer"" movie I see that really takes me into a new fantasy world. In the world of ""Hammer"" movies, anything can happen. ""Guardian of the Abyss"" is one of those types of movies. It adventures deep into the occult and hypnosis to bring a different type of horror fantasy. All in all, an unforgettable movie. 7.5/10.",positive
"<br /><br />One of the best films I've ever seen. Robert Duvall's performance was excellent and outstanding. He did a wonderful job of making a character really come to life. His character was so convincing, it made me almost think I were in the theater watching it live, I give it 5 stars.",positive
"If you're a North American 'TOURIST' looking for a 'TRAP' here it is. Was this ""Trading Spaces visits TUSCANY?"" There were way too many stereotypes. Little attention was given to character and plot development. YAWN. Highlight of the film: the flag throwing. Poor guy! I thought he was going to loose an eye!",negative
"jim carrey rocks! if he's in a movie its bound to be good! he did not disappoint me with this one!the rest of the cast was cute,especially little cindy lou who and martha may, i was laughing through the whole thing and cannot wait to see it again!",positive
"Excellent movie about a big media firm and the goings on both on and off camera. Covering several years, the film centers on 3 upwardly mobile, young hopefuls, all striving for their place within the corporation. Well written dialogue, flawless acting, and a riveting story made for 2 hours of solid entertainment.",positive
"This is one of the worst movies I've seen in my life. If you're looking for a nice theatrical effect, skip it and watch something else.<br /><br />But if you're looking for camp-value, this is it. Here's my advice: Gather a few sarcastic friends and watch the movie strictly for the purpose of making fun of it.",negative
"I remember watching this film in the eighties as a teenager. But i wanted to see it again, because Traci Lords is now earning a living as a ""serious actor"". What the hell was going on in the eighties? This is a really bad film with bad taste and bad actors. Definitely a waste of money.",negative
"My wife and I struggle to find movies like this that are clean and yet enjoyable for adults. If you can't find a cinema that is playing it, call your cinema and request it. Bravo, Five Sisters Productions for courage, tenacity and creative endeavor!",positive
"This movie shows how savage the troubles really are. People who do not want to be involved have no say in the way their lives are altered. This movie shows how the people of Northern Ireland, both Catholic and Protestant are held captive. At any moment their lives may be changed forever whether they want to be involved or not.",positive
"A movie you start watching as a late night cable porn..... It is hot in that department but it has even a lot more.... It has a sense of humor... some action in and out of the ""bed"" and it has reasonable acting as well as a story worth watching...A definite adult only movie but well worth watching...",positive
"The bottom line is: if you come looking for a sci-fi thriller/horror film, The Matrix is what you'll like. If, like me, you long for the rare true science fiction film involving characters with depth and provocative thought about where science will take us, then you need to see eXistenZ.",positive
"If you like bad movies (and you must to watch this one) here's a good one. Not quite as funny as the first, but much lower quality. A must-see for fans of Jack Frost as well as anyone up for a good laugh at the writing.",negative
"This movie is really not all that bad. But then again, this movie genre is right down my alley. Sure, the sets are cheap, but they really did decent with what they had. <br /><br />If you like cheap, futuristic, post-apocalyptic B movies, then you'll love this one!! I sure did!<br /><br />",positive
"A ridiculous, badly acted Mini Cooper infomercial. Includes cameos from Pepsi, Dell, etc. <br /><br />Absolutely nothing worth rescuing here. Particularly bad are Donald Sutherland, the music score, scene transitions, etc. An embarrassing production.<br /><br />Hey, THEY should pay YOU for watching this one.",negative
"Much underrated camp movie on the level of Cobra Woman, etc. Photographic stills resemble Rembrandt prints. Sometimes subtle dialog and hidden literate touches found throughout.",positive
"If you are French native, then you find this movie extremely funny. It's good, just good! Can though imagine that subtitles or translations don't mean much in english.",positive
"I think the weighted average for this film is too low. I give it a 7. Very entertaining, although over the top in a few places. My wife says it passes the Danielle Steele test. Superb performances throughout, particularly by Andie MacDowell.",positive
"Dumb excuse for a thriller with absolutely zero chemistry or reason in relationship between Lewis and Hurt (why is she dating a man old enough to be her father anyway?? The suspense is laughable. Lewis is very good, but a script is needed, and there isn't one. My score for this trash: 2 out of 10.",negative
"The humor in Who's Your Daddy is such poor taste that I actually closed my eyes in certain scenes. Close ups of semen are not funny! Nobody thinks they are. People get nervous when they see something so gross and to hide their nervousness, they laugh. Watching Who's Your Daddy gave me a disgusting nervous feeling.",negative
"Mediocre at best. Slow, but probably more entertaining to the younger viewers. A young boy(Chris Miller) is haunted by an Indian spirit and horrid monster in the cellar of his father's new home. Also in the cast are Patrick Kilpatrick, Suzanne Savoy and Ford Rainey.",negative
"I liked SOLINO very much. It is a very heart-rending story of an italian family moving to Germany. And it's an story about brotherly love, hope and disappointment. And the film is never boring. Go and see SOLINO!",positive
"It's not real flashy, but this movie does a great job of developing a large cast of characters, and letting you know their hopes and desires, while still managing to be both funny and bittersweet. A very sweet movie. Fun, also, to see Vincent D'Onofrio and Mary-Louise Parker so early in their careers.",positive
Seagal needs to get back to basics breaking bones and kicking butt. No more of this slow motion crap like foreigner and in the shadows fighting like half past dead. Exit wounds showed more of his fighting skills with some wires which was ok but then he went back to b movie directors.,negative
"Story starts slow and nothing funny happens for a while. All the action is in the end, but you won't have to laugh because the movie is funny, but because the story is pathetic.<br /><br />The funniest part is when Harvey 'I'm not Paranoia' Keitel really loses it and the judge starts a massacre. Oscars for this guy!",negative
"This is a great, dark, offbeat little film, a modern day adaptation of the quest for the Holy Grail myth. It's a sleeper if there ever was one. I saw it on cable some years ago and taped it. I've loaned it to many of my friends and everyone loved it.",positive
"Sophia Loren plays Aida, in one of the worst films of all time. She can't lipsync. In terms of production values, the film is so bad, that at one point, while Loren is mouthing ""O Patria Mia,"" she leans onto what looks to be a stone wall for support, and the canvas set billows and shakes.",negative
